window_months,pair,decision_month,decision_date,trailing_start_month,trailing_end_month,forward_start_month,forward_end_month,trailing_diff_pp,forward_diff_pp,quartile,is_top_quartile
3,rd2-rd5,2015-08,2015-08-31,2015-06,2015-08,2015-09,2015-11,-8.19,8.11,Q1,False
3,rd7-rd5,2015-08,2015-08-31,2015-06,2015-08,2015-09,2015-11,-17.39,-1.89,Q1,False
3,rd2-rd7,2015-08,2015-08-31,2015-06,2015-08,2015-09,2015-11,9.2,10.01,Q4,True
3,rd2-rd5,2015-09,2015-09-30,2015-07,2015-09,2015-10,2015-12,-2.22,6.12,Q2,False
3,rd7-rd5,2015-09,2015-09-30,2015-07,2015-09,2015-10,2015-12,-16.58,-3.24,Q1,False
3,rd2-rd7,2015-09,2015-09-30,2015-07,2015-09,2015-10,2015-12,14.36,9.36,Q4,True
3,rd2-rd5,2015-10,2015-10-30,2015-08,2015-10,2015-11,2016-01,-1.82,1.5,Q2,False
3,rd7-rd5,2015-10,2015-10-30,2015-08,2015-10,2015-11,2016-01,-21.13,7.85,Q1,False
3,rd2-rd7,2015-10,2015-10-30,2015-08,2015-10,2015-11,2016-01,19.31,-6.36,Q4,True
3,rd2-rd5,2015-11,2015-11-30,2015-09,2015-11,2015-12,2016-02,8.11,-2.32,Q4,True
3,rd7-rd5,2015-11,2015-11-30,2015-09,2015-11,2015-12,2016-02,-1.89,10.37,Q2,False
3,rd2-rd7,2015-11,2015-11-30,2015-09,2015-11,2015-12,2016-02,10.01,-12.69,Q4,True
3,rd2-rd5,2015-12,2015-12-31,2015-10,2015-12,2016-01,2016-03,6.12,-3.48,Q4,True
3,rd7-rd5,2015-12,2015-12-31,2015-10,2015-12,2016-01,2016-03,-3.24,10.65,Q1,False
3,rd2-rd7,2015-12,2015-12-31,2015-10,2015-12,2016-01,2016-03,9.36,-14.13,Q4,True
3,rd2-rd5,2016-01,2016-01-29,2015-11,2016-01,2016-02,2016-04,1.5,1.79,Q3,False
3,rd7-rd5,2016-01,2016-01-29,2015-11,2016-01,2016-02,2016-04,7.85,-4.5,Q4,True
3,rd2-rd7,2016-01,2016-01-29,2015-11,2016-01,2016-02,2016-04,-6.36,6.3,Q1,False
3,rd2-rd5,2016-02,2016-02-29,2015-12,2016-02,2016-03,2016-05,-2.32,1.63,Q2,False
3,rd7-rd5,2016-02,2016-02-29,2015-12,2016-02,2016-03,2016-05,10.37,-4.09,Q4,True
3,rd2-rd7,2016-02,2016-02-29,2015-12,2016-02,2016-03,2016-05,-12.69,5.72,Q1,False
3,rd2-rd5,2016-03,2016-03-31,2016-01,2016-03,2016-04,2016-06,-3.48,-4.04,Q1,False
3,rd7-rd5,2016-03,2016-03-31,2016-01,2016-03,2016-04,2016-06,10.65,-9.72,Q4,True
3,rd2-rd7,2016-03,2016-03-31,2016-01,2016-03,2016-04,2016-06,-14.13,5.68,Q1,False
3,rd2-rd5,2016-04,2016-04-29,2016-02,2016-04,2016-05,2016-07,1.79,-3.44,Q3,False
3,rd7-rd5,2016-04,2016-04-29,2016-02,2016-04,2016-05,2016-07,-4.5,-3.73,Q1,False
3,rd2-rd7,2016-04,2016-04-29,2016-02,2016-04,2016-05,2016-07,6.3,0.29,Q4,True
3,rd2-rd5,2016-05,2016-05-31,2016-03,2016-05,2016-06,2016-08,1.63,-3.2,Q3,False
3,rd7-rd5,2016-05,2016-05-31,2016-03,2016-05,2016-06,2016-08,-4.09,-3.76,Q1,False
3,rd2-rd7,2016-05,2016-05-31,2016-03,2016-05,2016-06,2016-08,5.72,0.56,Q4,True
3,rd2-rd5,2016-06,2016-06-30,2016-04,2016-06,2016-07,2016-09,-4.04,0.72,Q1,False
3,rd7-rd5,2016-06,2016-06-30,2016-04,2016-06,2016-07,2016-09,-9.72,2.66,Q1,False
3,rd2-rd7,2016-06,2016-06-30,2016-04,2016-06,2016-07,2016-09,5.68,-1.94,Q4,True
3,rd2-rd5,2016-07,2016-07-29,2016-05,2016-07,2016-08,2016-10,-3.44,0.09,Q1,False
3,rd7-rd5,2016-07,2016-07-29,2016-05,2016-07,2016-08,2016-10,-3.73,2.09,Q1,False
3,rd2-rd7,2016-07,2016-07-29,2016-05,2016-07,2016-08,2016-10,0.29,-2.0,Q3,False
3,rd2-rd5,2016-08,2016-08-31,2016-06,2016-08,2016-09,2016-11,-3.2,3.35,Q1,False
3,rd7-rd5,2016-08,2016-08-31,2016-06,2016-08,2016-09,2016-11,-3.76,2.69,Q1,False
3,rd2-rd7,2016-08,2016-08-31,2016-06,2016-08,2016-09,2016-11,0.56,0.66,Q3,False
3,rd2-rd5,2016-09,2016-09-30,2016-07,2016-09,2016-10,2016-12,0.72,4.67,Q3,False
3,rd7-rd5,2016-09,2016-09-30,2016-07,2016-09,2016-10,2016-12,2.66,2.44,Q3,False
3,rd2-rd7,2016-09,2016-09-30,2016-07,2016-09,2016-10,2016-12,-1.94,2.23,Q2,False
3,rd2-rd5,2016-10,2016-10-31,2016-08,2016-10,2016-11,2017-01,0.09,3.63,Q3,False
3,rd7-rd5,2016-10,2016-10-31,2016-08,2016-10,2016-11,2017-01,2.09,0.58,Q3,False
3,rd2-rd7,2016-10,2016-10-31,2016-08,2016-10,2016-11,2017-01,-2.0,3.05,Q2,False
3,rd2-rd5,2016-11,2016-11-30,2016-09,2016-11,2016-12,2017-02,3.35,0.31,Q4,True
3,rd7-rd5,2016-11,2016-11-30,2016-09,2016-11,2016-12,2017-02,2.69,-0.9,Q4,True
3,rd2-rd7,2016-11,2016-11-30,2016-09,2016-11,2016-12,2017-02,0.66,1.21,Q3,False
3,rd2-rd5,2016-12,2016-12-30,2016-10,2016-12,2017-01,2017-03,4.67,-1.41,Q4,True
3,rd7-rd5,2016-12,2016-12-30,2016-10,2016-12,2017-01,2017-03,2.44,-1.87,Q3,False
3,rd2-rd7,2016-12,2016-12-30,2016-10,2016-12,2017-01,2017-03,2.23,0.46,Q3,False
3,rd2-rd5,2017-01,2017-01-26,2016-11,2017-01,2017-02,2017-04,3.63,-0.74,Q4,True
3,rd7-rd5,2017-01,2017-01-26,2016-11,2017-01,2017-02,2017-04,0.58,-3.63,Q3,False
3,rd2-rd7,2017-01,2017-01-26,2016-11,2017-01,2017-02,2017-04,3.05,2.89,Q4,True
3,rd2-rd5,2017-02,2017-02-28,2016-12,2017-02,2017-03,2017-05,0.31,-1.04,Q3,False
3,rd7-rd5,2017-02,2017-02-28,2016-12,2017-02,2017-03,2017-05,-0.9,-2.74,Q2,False
3,rd2-rd7,2017-02,2017-02-28,2016-12,2017-02,2017-03,2017-05,1.21,1.7,Q3,False
3,rd2-rd5,2017-03,2017-03-31,2017-01,2017-03,2017-04,2017-06,-1.41,-1.57,Q2,False
3,rd7-rd5,2017-03,2017-03-31,2017-01,2017-03,2017-04,2017-06,-1.87,-1.88,Q2,False
3,rd2-rd7,2017-03,2017-03-31,2017-01,2017-03,2017-04,2017-06,0.46,0.32,Q3,False
3,rd2-rd5,2017-04,2017-04-28,2017-02,2017-04,2017-05,2017-07,-0.74,-2.27,Q2,False
3,rd7-rd5,2017-04,2017-04-28,2017-02,2017-04,2017-05,2017-07,-3.63,0.0,Q1,False
3,rd2-rd7,2017-04,2017-04-28,2017-02,2017-04,2017-05,2017-07,2.89,-2.27,Q4,True
3,rd2-rd5,2017-05,2017-05-31,2017-03,2017-05,2017-06,2017-08,-1.04,-2.17,Q2,False
3,rd7-rd5,2017-05,2017-05-31,2017-03,2017-05,2017-06,2017-08,-2.74,-1.07,Q1,False
3,rd2-rd7,2017-05,2017-05-31,2017-03,2017-05,2017-06,2017-08,1.7,-1.1,Q3,False
3,rd2-rd5,2017-06,2017-06-30,2017-04,2017-06,2017-07,2017-09,-1.57,0.0,Q2,False
3,rd7-rd5,2017-06,2017-06-30,2017-04,2017-06,2017-07,2017-09,-1.88,0.06,Q2,False
3,rd2-rd7,2017-06,2017-06-30,2017-04,2017-06,2017-07,2017-09,0.32,-0.05,Q3,False
3,rd2-rd5,2017-07,2017-07-31,2017-05,2017-07,2017-08,2017-10,-2.27,-0.26,Q2,False
3,rd7-rd5,2017-07,2017-07-31,2017-05,2017-07,2017-08,2017-10,0.0,-0.22,Q2,False
3,rd2-rd7,2017-07,2017-07-31,2017-05,2017-07,2017-08,2017-10,-2.27,-0.04,Q2,False
3,rd2-rd5,2017-08,2017-08-31,2017-06,2017-08,2017-09,2017-11,-2.17,0.09,Q2,False
3,rd7-rd5,2017-08,2017-08-31,2017-06,2017-08,2017-09,2017-11,-1.07,0.65,Q2,False
3,rd2-rd7,2017-08,2017-08-31,2017-06,2017-08,2017-09,2017-11,-1.1,-0.56,Q2,False
3,rd2-rd5,2017-09,2017-09-29,2017-07,2017-09,2017-10,2017-12,0.0,0.15,Q3,False
3,rd7-rd5,2017-09,2017-09-29,2017-07,2017-09,2017-10,2017-12,0.06,-0.43,Q3,False
3,rd2-rd7,2017-09,2017-09-29,2017-07,2017-09,2017-10,2017-12,-0.05,0.58,Q2,False
3,rd2-rd5,2017-10,2017-10-31,2017-08,2017-10,2017-11,2018-01,-0.26,1.08,Q2,False
3,rd7-rd5,2017-10,2017-10-31,2017-08,2017-10,2017-11,2018-01,-0.22,-3.01,Q2,False
3,rd2-rd7,2017-10,2017-10-31,2017-08,2017-10,2017-11,2018-01,-0.04,4.08,Q2,False
3,rd2-rd5,2017-11,2017-11-30,2017-09,2017-11,2017-12,2018-02,0.09,-0.11,Q3,False
3,rd7-rd5,2017-11,2017-11-30,2017-09,2017-11,2017-12,2018-02,0.65,2.14,Q3,False
3,rd2-rd7,2017-11,2017-11-30,2017-09,2017-11,2017-12,2018-02,-0.56,-2.25,Q2,False
3,rd2-rd5,2017-12,2017-12-29,2017-10,2017-12,2018-01,2018-03,0.15,-0.94,Q3,False
3,rd7-rd5,2017-12,2017-12-29,2017-10,2017-12,2018-01,2018-03,-0.43,4.57,Q2,False
3,rd2-rd7,2017-12,2017-12-29,2017-10,2017-12,2018-01,2018-03,0.58,-5.51,Q3,False
3,rd2-rd5,2018-01,2018-01-31,2017-11,2018-01,2018-02,2018-04,1.08,-2.54,Q3,False
3,rd7-rd5,2018-01,2018-01-31,2017-11,2018-01,2018-02,2018-04,-3.01,7.17,Q1,False
3,rd2-rd7,2018-01,2018-01-31,2017-11,2018-01,2018-02,2018-04,4.08,-9.71,Q4,True
3,rd2-rd5,2018-02,2018-02-28,2017-12,2018-02,2018-03,2018-05,-0.11,-2.29,Q2,False
3,rd7-rd5,2018-02,2018-02-28,2017-12,2018-02,2018-03,2018-05,2.14,0.03,Q3,False
3,rd2-rd7,2018-02,2018-02-28,2017-12,2018-02,2018-03,2018-05,-2.25,-2.32,Q2,False
3,rd2-rd5,2018-03,2018-03-30,2018-01,2018-03,2018-04,2018-06,-0.94,-1.48,Q2,False
3,rd7-rd5,2018-03,2018-03-30,2018-01,2018-03,2018-04,2018-06,4.57,-2.06,Q4,True
3,rd2-rd7,2018-03,2018-03-30,2018-01,2018-03,2018-04,2018-06,-5.51,0.58,Q1,False
3,rd2-rd5,2018-04,2018-04-27,2018-02,2018-04,2018-05,2018-07,-2.54,1.8,Q1,False
3,rd7-rd5,2018-04,2018-04-27,2018-02,2018-04,2018-05,2018-07,7.17,-3.85,Q4,True
3,rd2-rd7,2018-04,2018-04-27,2018-02,2018-04,2018-05,2018-07,-9.71,5.66,Q1,False
3,rd2-rd5,2018-05,2018-05-31,2018-03,2018-05,2018-06,2018-08,-2.29,-5.88,Q2,False
3,rd7-rd5,2018-05,2018-05-31,2018-03,2018-05,2018-06,2018-08,0.03,-1.72,Q3,False
3,rd2-rd7,2018-05,2018-05-31,2018-03,2018-05,2018-06,2018-08,-2.32,-4.16,Q2,False
3,rd2-rd5,2018-06,2018-06-29,2018-04,2018-06,2018-07,2018-09,-1.48,1.16,Q2,False
3,rd7-rd5,2018-06,2018-06-29,2018-04,2018-06,2018-07,2018-09,-2.06,-0.31,Q1,False
3,rd2-rd7,2018-06,2018-06-29,2018-04,2018-06,2018-07,2018-09,0.58,1.47,Q3,False
3,rd2-rd5,2018-07,2018-07-31,2018-05,2018-07,2018-08,2018-10,1.8,1.55,Q3,False
3,rd7-rd5,2018-07,2018-07-31,2018-05,2018-07,2018-08,2018-10,-3.85,0.26,Q1,False
3,rd2-rd7,2018-07,2018-07-31,2018-05,2018-07,2018-08,2018-10,5.66,1.3,Q4,True
3,rd2-rd5,2018-08,2018-08-31,2018-06,2018-08,2018-09,2018-11,-5.88,8.61,Q1,False
3,rd7-rd5,2018-08,2018-08-31,2018-06,2018-08,2018-09,2018-11,-1.72,0.24,Q2,False
3,rd2-rd7,2018-08,2018-08-31,2018-06,2018-08,2018-09,2018-11,-4.16,8.37,Q1,False
3,rd2-rd5,2018-09,2018-09-28,2018-07,2018-09,2018-10,2018-12,1.16,-1.09,Q3,False
3,rd7-rd5,2018-09,2018-09-28,2018-07,2018-09,2018-10,2018-12,-0.31,-0.97,Q2,False
3,rd2-rd7,2018-09,2018-09-28,2018-07,2018-09,2018-10,2018-12,1.47,-0.12,Q3,False
3,rd2-rd5,2018-10,2018-10-31,2018-08,2018-10,2018-11,2019-01,1.55,-5.06,Q3,False
3,rd7-rd5,2018-10,2018-10-31,2018-08,2018-10,2018-11,2019-01,0.26,0.14,Q3,False
3,rd2-rd7,2018-10,2018-10-31,2018-08,2018-10,2018-11,2019-01,1.3,-5.21,Q3,False
3,rd2-rd5,2018-11,2018-11-30,2018-09,2018-11,2018-12,2019-02,8.61,-7.88,Q4,True
3,rd7-rd5,2018-11,2018-11-30,2018-09,2018-11,2018-12,2019-02,0.24,-4.55,Q3,False
3,rd2-rd7,2018-11,2018-11-30,2018-09,2018-11,2018-12,2019-02,8.37,-3.32,Q4,True
3,rd2-rd5,2018-12,2018-12-28,2018-10,2018-12,2019-01,2019-03,-1.09,0.31,Q2,False
3,rd7-rd5,2018-12,2018-12-28,2018-10,2018-12,2019-01,2019-03,-0.97,-5.22,Q2,False
3,rd2-rd7,2018-12,2018-12-28,2018-10,2018-12,2019-01,2019-03,-0.12,5.52,Q2,False
3,rd2-rd5,2019-01,2019-01-31,2018-11,2019-01,2019-02,2019-04,-5.06,8.44,Q1,False
3,rd7-rd5,2019-01,2019-01-31,2018-11,2019-01,2019-02,2019-04,0.14,3.09,Q3,False
3,rd2-rd7,2019-01,2019-01-31,2018-11,2019-01,2019-02,2019-04,-5.21,5.34,Q1,False
3,rd2-rd5,2019-02,2019-02-28,2018-12,2019-02,2019-03,2019-05,-7.88,8.85,Q1,False
3,rd7-rd5,2019-02,2019-02-28,2018-12,2019-02,2019-03,2019-05,-4.55,6.6,Q1,False
3,rd2-rd7,2019-02,2019-02-28,2018-12,2019-02,2019-03,2019-05,-3.32,2.25,Q1,False
3,rd2-rd5,2019-03,2019-03-29,2019-01,2019-03,2019-04,2019-06,0.31,5.38,Q3,False
3,rd7-rd5,2019-03,2019-03-29,2019-01,2019-03,2019-04,2019-06,-5.22,7.3,Q1,False
3,rd2-rd7,2019-03,2019-03-29,2019-01,2019-03,2019-04,2019-06,5.52,-1.92,Q4,True
3,rd2-rd5,2019-04,2019-04-30,2019-02,2019-04,2019-05,2019-07,8.44,1.3,Q4,True
3,rd7-rd5,2019-04,2019-04-30,2019-02,2019-04,2019-05,2019-07,3.09,-0.18,Q4,True
3,rd2-rd7,2019-04,2019-04-30,2019-02,2019-04,2019-05,2019-07,5.34,1.47,Q4,True
3,rd2-rd5,2019-05,2019-05-31,2019-03,2019-05,2019-06,2019-08,8.85,-3.42,Q4,True
3,rd7-rd5,2019-05,2019-05-31,2019-03,2019-05,2019-06,2019-08,6.6,-0.21,Q4,True
3,rd2-rd7,2019-05,2019-05-31,2019-03,2019-05,2019-06,2019-08,2.25,-3.21,Q3,False
3,rd2-rd5,2019-06,2019-06-28,2019-04,2019-06,2019-07,2019-09,5.38,-3.1,Q4,True
3,rd7-rd5,2019-06,2019-06-28,2019-04,2019-06,2019-07,2019-09,7.3,-0.19,Q4,True
3,rd2-rd7,2019-06,2019-06-28,2019-04,2019-06,2019-07,2019-09,-1.92,-2.91,Q2,False
3,rd2-rd5,2019-07,2019-07-31,2019-05,2019-07,2019-08,2019-10,1.3,-1.66,Q3,False
3,rd7-rd5,2019-07,2019-07-31,2019-05,2019-07,2019-08,2019-10,-0.18,0.36,Q2,False
3,rd2-rd7,2019-07,2019-07-31,2019-05,2019-07,2019-08,2019-10,1.47,-2.02,Q3,False
3,rd2-rd5,2019-08,2019-08-30,2019-06,2019-08,2019-09,2019-11,-3.42,6.63,Q1,False
3,rd7-rd5,2019-08,2019-08-30,2019-06,2019-08,2019-09,2019-11,-0.21,1.19,Q2,False
3,rd2-rd7,2019-08,2019-08-30,2019-06,2019-08,2019-09,2019-11,-3.21,5.44,Q1,False
3,rd2-rd5,2019-09,2019-09-30,2019-07,2019-09,2019-10,2019-12,-3.1,-0.34,Q1,False
3,rd7-rd5,2019-09,2019-09-30,2019-07,2019-09,2019-10,2019-12,-0.19,-4.39,Q2,False
3,rd2-rd7,2019-09,2019-09-30,2019-07,2019-09,2019-10,2019-12,-2.91,4.06,Q1,False
3,rd2-rd5,2019-10,2019-10-31,2019-08,2019-10,2019-11,2020-01,-1.66,-3.84,Q2,False
3,rd7-rd5,2019-10,2019-10-31,2019-08,2019-10,2019-11,2020-01,0.36,0.31,Q3,False
3,rd2-rd7,2019-10,2019-10-31,2019-08,2019-10,2019-11,2020-01,-2.02,-4.14,Q2,False
3,rd2-rd5,2019-11,2019-11-29,2019-09,2019-11,2019-12,2020-02,6.63,-10.71,Q4,True
3,rd7-rd5,2019-11,2019-11-29,2019-09,2019-11,2019-12,2020-02,1.19,-8.34,Q3,False
3,rd2-rd7,2019-11,2019-11-29,2019-09,2019-11,2019-12,2020-02,5.44,-2.38,Q4,True
3,rd2-rd5,2019-12,2019-12-31,2019-10,2019-12,2020-01,2020-03,-0.34,-4.55,Q2,False
3,rd7-rd5,2019-12,2019-12-31,2019-10,2019-12,2020-01,2020-03,-4.39,5.33,Q1,False
3,rd2-rd7,2019-12,2019-12-31,2019-10,2019-12,2020-01,2020-03,4.06,-9.88,Q4,True
3,rd2-rd5,2020-01,2020-01-23,2019-11,2020-01,2020-02,2020-04,-3.84,4.25,Q1,False
3,rd7-rd5,2020-01,2020-01-23,2019-11,2020-01,2020-02,2020-04,0.31,4.78,Q3,False
3,rd2-rd7,2020-01,2020-01-23,2019-11,2020-01,2020-02,2020-04,-4.14,-0.53,Q1,False
3,rd2-rd5,2020-02,2020-02-28,2019-12,2020-02,2020-03,2020-05,-10.71,6.43,Q1,False
3,rd7-rd5,2020-02,2020-02-28,2019-12,2020-02,2020-03,2020-05,-8.34,12.58,Q1,False
3,rd2-rd7,2020-02,2020-02-28,2019-12,2020-02,2020-03,2020-05,-2.38,-6.15,Q2,False
3,rd2-rd5,2020-03,2020-03-31,2020-01,2020-03,2020-04,2020-06,-4.55,3.41,Q1,False
3,rd7-rd5,2020-03,2020-03-31,2020-01,2020-03,2020-04,2020-06,5.33,1.21,Q4,True
3,rd2-rd7,2020-03,2020-03-31,2020-01,2020-03,2020-04,2020-06,-9.88,2.21,Q1,False
3,rd2-rd5,2020-04,2020-04-30,2020-02,2020-04,2020-05,2020-07,4.25,2.72,Q4,True
3,rd7-rd5,2020-04,2020-04-30,2020-02,2020-04,2020-05,2020-07,4.78,-2.01,Q4,True
3,rd2-rd7,2020-04,2020-04-30,2020-02,2020-04,2020-05,2020-07,-0.53,4.72,Q2,False
3,rd2-rd5,2020-05,2020-05-29,2020-03,2020-05,2020-06,2020-08,6.43,-1.59,Q4,True
3,rd7-rd5,2020-05,2020-05-29,2020-03,2020-05,2020-06,2020-08,12.58,-3.63,Q4,True
3,rd2-rd7,2020-05,2020-05-29,2020-03,2020-05,2020-06,2020-08,-6.15,2.04,Q1,False
3,rd2-rd5,2020-06,2020-06-30,2020-04,2020-06,2020-07,2020-09,3.41,4.05,Q4,True
3,rd7-rd5,2020-06,2020-06-30,2020-04,2020-06,2020-07,2020-09,1.21,1.15,Q3,False
3,rd2-rd7,2020-06,2020-06-30,2020-04,2020-06,2020-07,2020-09,2.21,2.9,Q3,False
3,rd2-rd5,2020-07,2020-07-31,2020-05,2020-07,2020-08,2020-10,2.72,-5.55,Q4,True
3,rd7-rd5,2020-07,2020-07-31,2020-05,2020-07,2020-08,2020-10,-2.01,3.76,Q2,False
3,rd2-rd7,2020-07,2020-07-31,2020-05,2020-07,2020-08,2020-10,4.72,-9.31,Q4,True
3,rd2-rd5,2020-08,2020-08-31,2020-06,2020-08,2020-09,2020-11,-1.59,0.49,Q2,False
3,rd7-rd5,2020-08,2020-08-31,2020-06,2020-08,2020-09,2020-11,-3.63,5.41,Q1,False
3,rd2-rd7,2020-08,2020-08-31,2020-06,2020-08,2020-09,2020-11,2.04,-4.91,Q3,False
3,rd2-rd5,2020-09,2020-09-30,2020-07,2020-09,2020-10,2020-12,4.05,3.17,Q4,True
3,rd7-rd5,2020-09,2020-09-30,2020-07,2020-09,2020-10,2020-12,1.15,6.19,Q3,False
3,rd2-rd7,2020-09,2020-09-30,2020-07,2020-09,2020-10,2020-12,2.9,-3.02,Q4,True
3,rd2-rd5,2020-10,2020-10-30,2020-08,2020-10,2020-11,2021-01,-5.55,8.05,Q1,False
3,rd7-rd5,2020-10,2020-10-30,2020-08,2020-10,2020-11,2021-01,3.76,-0.08,Q4,True
3,rd2-rd7,2020-10,2020-10-30,2020-08,2020-10,2020-11,2021-01,-9.31,8.12,Q1,False
3,rd2-rd5,2020-11,2020-11-30,2020-09,2020-11,2020-12,2021-02,0.49,4.82,Q3,False
3,rd7-rd5,2020-11,2020-11-30,2020-09,2020-11,2020-12,2021-02,5.41,-2.91,Q4,True
3,rd2-rd7,2020-11,2020-11-30,2020-09,2020-11,2020-12,2021-02,-4.91,7.73,Q1,False
3,rd2-rd5,2020-12,2020-12-31,2020-10,2020-12,2021-01,2021-03,3.17,-3.58,Q4,True
3,rd7-rd5,2020-12,2020-12-31,2020-10,2020-12,2021-01,2021-03,6.19,-8.08,Q4,True
