asset,name,sleeve,holding_days,average_weight_when_held,average_weight_all_days
510300.SH,沪深300ETF,core,450,0.9155555555555556,0.13428943937418514
159915.SZ,创业板ETF,core,705,0.8971631205673759,0.20616036505867014
513100.SH,纳指ETF,core,1023,0.9281524926686217,0.3094850065189048
518880.SH,黄金ETF,core,890,0.9283707865168539,0.2693122555410691
510210.SH,上证综指ETF,broad_cn,0,0.0,0.0
510500.SH,中证500ETF,broad_cn,179,0.22790133105902924,0.013296720423587429
512100.SH,中证1000ETF,broad_cn,15,0.22110089740671027,0.00108100178001977
588000.SH,科创50ETF,broad_cn,72,0.1576174487579122,0.003698975329390377
563360.SH,中证A500ETF,broad_cn,0,0.0,0.0
513500.SH,标普500ETF,broad_overseas,163,0.2273878947730352,0.012080908359845087
513180.SH,恒生科技ETF,style_overseas,45,0.12980808535404884,0.0019039647460665568
513050.SH,中概互联网ETF,style_overseas,88,0.17393459606344935,0.004988997540281468
512880.SH,证券ETF,industry_financial,147,0.17875655723622355,0.00856493282715934
512690.SH,酒ETF,industry_consumer,67,0.16220779253147186,0.003542347490094072
513120.SH,港股创新药ETF,industry_healthcare,76,0.14765219481974404,0.0036576162993156936
515880.SH,通信ETF,industry_tmt,57,0.1532770518096732,0.0028477157604795867
588200.SH,科创芯片ETF,industry_tmt,76,0.1426560984068904,0.0035338538066895923
159819.SZ,人工智能ETF,industry_tmt,25,0.15356222674017805,0.0012513219258489085
562500.SH,机器人ETF,industry_manufacturing,20,0.12787449325057818,0.0008336016509164156
159326.SZ,电网设备ETF,industry_manufacturing,25,0.12770967535869843,0.0010406590234574515
512400.SH,有色金属ETF,industry_cyclical,75,0.1709620303562017,0.004179319516530353
515220.SH,煤炭ETF,industry_cyclical,39,0.14015949524252963,0.0017816884988457152
159870.SZ,化工ETF,industry_cyclical,20,0.12214317232360088,0.0007962397152777108
159611.SZ,电力ETF,industry_utility,0,0.0,0.0
515790.SH,光伏ETF,industry_energy,63,0.19300323327864172,0.003963234581667023
512660.SH,军工ETF,industry_defense,124,0.1907562211520178,0.007709834231698242
